genomeID	total_CDS_count	unique_CDS_count	genome_size	CDS_bases	CDS_frac	NC_bases	NC_frac	J	A	K	L	B	D	Y	V	T	M	N	Z	W	U	O	X	C	G	E	F	H	I	P	Q	R	S	noCOG
GCF_007980785	2534	2512	2635019	2279227	0.8649755	355792	0.1350245	218.916666666667	1	114.833333333333	119.833333333333	0	36.8333333333333	0	67	55.5	154.833333333333	5.83333333333333	1	3.83333333333333	32.3333333333333	107.833333333333	102.5	112.666666666667	179.083333333333	157.833333333333	64.5	110.416666666667	53.3333333333333	115.583333333333	9.25	99.25	104	506
GCF_030370335	2603	2576	2697081	2326316	0.862531	370765	0.137469	217.916666666667	1	118.833333333333	120.833333333333	0	37.8333333333333	0	69	55.5	153.833333333333	5.83333333333333	1	3.83333333333333	32.3333333333333	106.833333333333	131.5	112.666666666667	179.083333333333	156.833333333333	64.5	111.416666666667	53.3333333333333	115.583333333333	9.25	104.25	105	535
GCF_007974375	2458	2415	2591551	2244130	0.8659409	347421	0.1340591	216.416666666667	1	108.333333333333	114.833333333333	0	32.3333333333333	0	72.5	53	147.333333333333	7.16666666666667	1	5.16666666666667	29.6666666666667	110.833333333333	116.5	115.666666666667	186.083333333333	157.833333333333	68.5	107.416666666667	54.8333333333333	111.583333333333	9.75	97.25	100	433
GCF_007978045	2447	2409	2583234	2233670	0.8646797	349564	0.1353203	216.416666666667	1	108.333333333333	110.333333333333	0	31.3333333333333	0	70.5	55	146.333333333333	7.16666666666667	1	5.16666666666667	30.6666666666667	110.833333333333	113	115.666666666667	184.75	155.5	68.5	106.916666666667	54.8333333333333	114.583333333333	9.75	97.4166666666667	100	432
GCF_000007205	1040	1039	1225935	1084262	0.8844368	141673	0.1155632	143.333333333333	0	22.8333333333333	50.8333333333333	1	12.5	0	5.5	19.5	44	10	2	1	25.5	45.5	0	37	33.6666666666667	52.1666666666667	19	45.5	31	28	1.5	27.6666666666667	29	352
GCF_007979065	2474	2432	2593187	2248005	0.8668889	345182	0.1331111	216.416666666667	1	108.333333333333	114.833333333333	0	31.3333333333333	0	71.5	53	147.333333333333	7.16666666666667	1	5.16666666666667	29.6666666666667	110.833333333333	117.5	116.666666666667	187.083333333333	158.833333333333	68.5	107.416666666667	54.8333333333333	112.583333333333	9.75	97.25	100	446
GCF_007980285	2549	2490	2644838	2281444	0.8626025	363394	0.1373975	219.916666666667	1	113.833333333333	117.833333333333	0	35.8333333333333	0	71	54	154.333333333333	5.83333333333333	1	3.83333333333333	32.8333333333333	106.833333333333	104	111.666666666667	179.75	157.5	64.5	111.416666666667	53.3333333333333	115.583333333333	9.25	100.916666666667	103	520
GCF_030370295	2540	2516	2648999	2284478	0.8623929	364521	0.1376071	217.916666666667	1	116.833333333333	121.833333333333	0	37.8333333333333	0	67	56	152.833333333333	5.83333333333333	1	3.83333333333333	32.3333333333333	105.833333333333	107	110.666666666667	178.75	156.5	64.5	111.416666666667	53.3333333333333	115.583333333333	9.25	99.9166666666667	103	510
GCF_030167985	2961	2925	3195566	2834714	0.8870773	360852	0.1129227	207.666666666667	0	232.5	119.833333333333	0	73.1666666666667	0	94.5	117.166666666667	137.833333333333	6.33333333333333	1.5	3.5	24	85.6666666666667	67	120	281.666666666667	167.666666666667	86.5	107	57.3333333333333	88	16.5	138.666666666667	88	639
GCF_026278325	3498	3444	3589621	3187692	0.8880302	401929	0.1119698	204.666666666667	0	263.5	156.833333333333	0	76.6666666666667	0	110.5	123.166666666667	165.833333333333	8.33333333333333	1.5	3.5	30	96.6666666666667	98	127	263.166666666667	174.166666666667	86.5	103	58.3333333333333	89	16.5	139.166666666667	95	1007
GCF_964272305	3005	2980	3174825	2810876	0.8853641	363949	0.1146359	204.666666666667	0	223	128.833333333333	0	77.1666666666667	0	83.5	112.666666666667	127.833333333333	8.33333333333333	1.5	3	26	88.1666666666667	74	116.5	251.166666666667	174.666666666667	84.5	100.5	56.8333333333333	82.5	18.5	137.166666666667	95	729
GCF_964272315	3303	3251	3502643	3100182	0.8850979	402461	0.1149021	205.666666666667	0	267	135.833333333333	0	82.6666666666667	0	112.5	121.666666666667	148.333333333333	7.83333333333333	1.5	3	28.5	85.1666666666667	80	117	298.666666666667	170.166666666667	88	107.5	58.3333333333333	91	17.5	138.166666666667	92	845
GCF_964272015	3266	3211	3489287	3087990	0.8849917	401297	0.1150083	206.666666666667	0	247	136.833333333333	0	74.6666666666667	0	121.5	131.666666666667	154.333333333333	7.83333333333333	1.5	3.5	29	83.6666666666667	40	121.5	305.166666666667	171.166666666667	84.5	103.5	63.8333333333333	90.5	16.5	143.166666666667	88	840
GCF_964272245	2923	2875	3172191	2797262	0.8818076	374929	0.1181924	206.166666666667	0	223	116.833333333333	0	74.6666666666667	0	92.5	108.166666666667	112.333333333333	8.33333333333333	1.5	5	24	86.1666666666667	96	120.5	247.166666666667	174.666666666667	87	94.5	53.3333333333333	89.5	17.5	146.166666666667	93	645
GCF_964272285	3531	3457	3752515	3295803	0.8782918	456712	0.1217082	207.166666666667	0	286	162.333333333333	0	82.6666666666667	0	135.5	133.166666666667	152.833333333333	7.33333333333333	1.5	4.5	32	90.1666666666667	84.5	122.5	286.166666666667	175.666666666667	83	108.5	59.8333333333333	85	17.5	153.166666666667	99	961
GCF_000008725	888	887	1042519	933234	0.8951722	109285	0.1048278	140.333333333333	0	22.8333333333333	49.8333333333333	1	10	0	5.5	18.5	39	9.16666666666667	1.5	1.16666666666667	23.6666666666667	48.5	0	36.5	33.6666666666667	47.1666666666667	15.5	41	37	26	1.5	27.6666666666667	12	239
GCF_964272295	2940	2914	3128629	2754198	0.8803211	374431	0.1196789	203.666666666667	0	225	126.833333333333	0	77.6666666666667	0	91	110.666666666667	128.833333333333	7.83333333333333	1.5	6.5	25.5	86.1666666666667	81	115.5	253.166666666667	172.166666666667	82	109	56.3333333333333	90.5	18	143.166666666667	89	639
GCF_964272325	3415	3359	3702102	3259825	0.8805335	442277	0.1194665	210.666666666667	0	265.5	155.833333333333	0	80.5	0	129.5	134.5	166.666666666667	7.33333333333333	1.5	5	31.5	90.1666666666667	79.5	123	315.666666666667	175.166666666667	79.5	113	63.3333333333333	93	21.5	147.666666666667	88	837
GCF_038095715	712	712	1062183	913016	0.8595656	149167	0.1404344	122.833333333333	0	22.3333333333333	47.3333333333333	0	7	0	19.5	6.5	12	1	0	0	8.5	21	15	20	55	18.5	24.5	18.5	7	13.5	0	17	5	250
GCF_038095755	734	733	1085937	934169	0.8602424	151768	0.1397576	122.833333333333	0	22.3333333333333	49.3333333333333	0	7	0	19.5	6.5	12	1	0	0	10.5	21	16	20	55	18.5	24.5	18.5	7	13.5	0	16	5	268
GCF_038096035	693	677	1033128	889507	0.8609843	143621	0.1390157	122.833333333333	0	21.3333333333333	43.3333333333333	0	9	0	16.5	6.5	10	1	0	0	8.5	21	25	20	56	19	24.5	17.5	8	15.5	0	15.5	4	228
GCF_045006015	690	690	927172	770344	0.8308534	156828	0.1691466	120.833333333333	0	18.3333333333333	47.3333333333333	0	4.5	0	15	6.5	16	1	0	0	9.5	18.5	7	19	56	15	22	17.5	7.5	12.5	0	16	3	257
GCF_900660715	607	607	806209	719137	0.8919982	87072	0.1080018	126.333333333333	0	15.8333333333333	44.3333333333333	0	15.5	0	17.5	7.5	7.5	1	0	0	6.5	21	1	20.5	18	20.5	24.5	15.5	8.5	13.5	0	20	10	192
GCF_900660735	560	549	689509	631189	0.9154181	58320	0.08458193	131.333333333333	0	18.8333333333333	46.3333333333333	0	5.5	0	21.5	7	9.5	1	0	0	6.5	14	1	15	17	22.5	18	12.5	10	12	0	14.5	13	163
GCF_054161265	566	566	686552	620741	0.9041427	65811	0.09585727	129.333333333333	0	19.8333333333333	49.3333333333333	0	8	0	24	6.5	7.5	1	0	0	5.5	12	5	16	18.5	24	22	13	8.5	10	0	13	9	164
GCF_054686585	586	586	707852	635712	0.898086	72140	0.101914	129.833333333333	0	17.8333333333333	47.3333333333333	0	5	0	20	6.5	9.5	1	0	0	7.5	12.5	5	16	18.5	24	21	13	8.5	10	0	15	12	186
GCF_000068525	882	881	1038863	920707	0.8862641	118156	0.1137359	138.333333333333	0	22.8333333333333	49.8333333333333	1	10.5	0	5.5	18.5	41.5	9.5	2	1	24.5	49	0	34.5	33.6666666666667	46.1666666666667	15.5	41	35	26	1.5	27.6666666666667	14	233
GCF_977970125	598	598	737745	666685	0.9036795	71060	0.09632054	130.333333333333	0	17.8333333333333	48.3333333333333	0	9	0	26	6.5	7.5	1	0	0	7.5	13	2	16	18.5	23	21	13	8.5	10	0	12	12	195
GCF_977970075	586	586	729971	654548	0.8966767	75423	0.1033233	130.833333333333	0	17.8333333333333	49.3333333333333	0	8	0	20	6.5	7.5	1	0	0	7.5	13.5	2	16	17.5	23	21	13	8.5	10	0	12	11	190
GCF_977970095	594	594	738921	665040	0.900015	73881	0.09998498	130.333333333333	0	16.8333333333333	48.3333333333333	0	9	0	26	6.5	7.5	1	0	0	7.5	13	2	16	18.5	23	21	12.5	8.5	10	0	11.5	12	193
GCF_048164815	6421	6357	7819078	6615931	0.8461267	1203147	0.1538733	244.75	1	445.833333333333	143.333333333333	0	52.6666666666667	0	171.5	243	245.666666666667	8	1	6	40.5	213.166666666667	47.5	229.833333333333	474.75	344	96.5	268.416666666667	302.833333333333	207.916666666667	226.25	433.583333333333	181	1792
GCF_039555365	3795	3772	4350576	3702226	0.8509738	648350	0.1490262	191.333333333333	1	193.333333333333	100.833333333333	0	34.3333333333333	0	170	108.5	137.833333333333	5.5	0	2.5	21	121.333333333333	61.5	166	136.833333333333	163.5	71.5	199.333333333333	257.666666666667	128.666666666667	103.5	246	163	1010
GCF_000706665	3896	3865	4410788	3808448	0.8634394	602340	0.1365606	190.333333333333	1	192.833333333333	102.833333333333	0	36.3333333333333	0	170.5	108	148.833333333333	6	0	2.5	24	124.333333333333	64	169	142.333333333333	167.5	70.5	207.833333333333	261.666666666667	131.166666666667	106.5	253	170	1045
GCF_030323745	3928	3877	4415638	3845341	0.8708461	570297	0.1291539	192.333333333333	1	197.333333333333	103.833333333333	0	36.3333333333333	0	172.5	108	147.833333333333	6	0	2.5	24	123.333333333333	84	169.5	140.833333333333	168.5	70.5	206.333333333333	264.666666666667	129.166666666667	104.5	254	173	1048
GCF_051294595	3962	3925	4410166	3897768	0.8838144	512398	0.1161856	190.333333333333	1	196.833333333333	104.833333333333	0	36.3333333333333	0	175.5	110	146.833333333333	6	0	2.5	24	126.333333333333	78	173	143.333333333333	167.5	71	208.333333333333	264.666666666667	132.166666666667	105.5	254	173	1071
GCF_051132375	3929	3915	4410946	3869716	0.8772984	541230	0.1227016	190.333333333333	1	195.833333333333	103.833333333333	0	36.3333333333333	0	176.5	110	148.833333333333	6	0	2.5	23	125.333333333333	55	167.666666666667	143.333333333333	167.5	73	209.833333333333	262.333333333333	133.166666666667	105.5	254.166666666667	170	1068
GCF_965124865	3924	3896	4416367	3856642	0.8732612	559725	0.1267388	191.333333333333	1	193.333333333333	105.833333333333	0	35	0	174	109.166666666667	148.5	6	0	2.5	24	125.333333333333	71	171	143.333333333333	167.5	72	201.833333333333	261.666666666667	133.166666666667	104	252.5	172	1058
GCF_000068585	881	880	1038842	920260	0.8858517	118582	0.1141483	138.333333333333	0	22.8333333333333	49.8333333333333	1	10.5	0	5.5	18.5	41.5	9.5	2	1	24.5	49	0	34.5	33.6666666666667	46.1666666666667	15.5	41	35	26	1.5	27.6666666666667	14	232
GCF_014899285	3902	3871	4420316	3836289	0.8678766	584027	0.1321234	190.333333333333	1	196.333333333333	103.833333333333	0	34.8333333333333	0	178.5	108	147.833333333333	5.5	0	2	22.5	122.333333333333	64.5	166	135.333333333333	165	71.5	203.333333333333	264.166666666667	132.166666666667	103.5	252.5	177	1054
GCF_014899365	3907	3895	4426614	3848210	0.8693349	578404	0.1306651	194.333333333333	1	197.833333333333	103.833333333333	0	36.3333333333333	0	178.5	110	150.833333333333	6	0	2.5	22	121.333333333333	44	169	136.333333333333	166	70.5	204.333333333333	262.166666666667	132.166666666667	105	253	180	1060
GCF_982191695	3959	3921	4415456	3896460	0.8824593	518996	0.1175407	190.333333333333	1	196.833333333333	104.833333333333	0	36.3333333333333	0	176.5	110	146.833333333333	6	0	2.5	23	126.333333333333	78	173	143.333333333333	167.5	71	208.333333333333	264.666666666667	132.166666666667	106.5	252	175	1067
GCF_029867265	3919	3893	4393775	3857404	0.8779248	536371	0.1220752	191.333333333333	1	194.833333333333	101.833333333333	0	36.3333333333333	0	177	110	146.833333333333	6	0	2.5	24	124.333333333333	62	171	143.333333333333	168.5	71	208.833333333333	262.666666666667	133.166666666667	104	251.5	169	1058
GCF_039906425	3861	3816	4401767	3704116	0.8415066	697651	0.1584934	191.333333333333	1	197.333333333333	102.833333333333	0	35.8333333333333	0	172.5	106.5	144.833333333333	5.5	0	2.5	23	123.333333333333	79	165.5	143.333333333333	165.5	69.5	205.833333333333	261.166666666667	131.166666666667	105.5	252	165	1011
GCF_965124535	3826	3810	4382892	3721189	0.8490259	661703	0.1509741	190.333333333333	1	197.333333333333	100.833333333333	0	34.3333333333333	0	173	109	139.833333333333	5.5	0	2.5	23	119.333333333333	48.5	168.5	135.333333333333	166.5	71.5	205.333333333333	262.166666666667	129.666666666667	101.5	251	168	1022
GCF_047302475	3882	3844	4374310	3796845	0.8679872	577465	0.1320128	191.333333333333	1	195.833333333333	102.833333333333	0	36.3333333333333	0	171.5	107	147.833333333333	6	0	2.5	24	123.333333333333	74	169	140.333333333333	168.5	70.5	205.333333333333	263.166666666667	132.166666666667	105	251.5	170	1023
GCF_051294365	3960	3923	4410169	3898228	0.8839181	511941	0.1160819	190.333333333333	1	196.833333333333	104.833333333333	0	36.3333333333333	0	175.5	110	146.833333333333	6	0	2.5	24	126.333333333333	78	173	143.333333333333	167.5	71	208.333333333333	264.666666666667	132.166666666667	105.5	254	173	1069
GCF_001677135	5454	5424	5604845	5134491	0.9160808	470354	0.08391918	203.583333333333	1	405.333333333333	143.333333333333	0	34	0	111	116.333333333333	214	6	0	2.5	20.5	137	58.5	216.166666666667	176.333333333333	286.583333333333	90	249.916666666667	376.5	200.666666666667	163.25	383.5	180	1678
GCF_001610615	5184	5177	5217908	4763100	0.9128371	454808	0.0871629	197.083333333333	2	378.833333333333	130.833333333333	0	36.6666666666667	0	100.5	112.5	194.666666666667	6.5	0	1.5	20.5	137.5	24.5	201.333333333333	168.666666666667	259.916666666667	88.5	225.083333333333	329.5	201.166666666667	146.75	345.5	164	1710
GCF_000092745	895	894	1043025	930925	0.8925241	112100	0.1074759	139.333333333333	0	22.8333333333333	49.8333333333333	1	10.5	0	5.5	18.5	40	9.5	2	1.5	25	48.5	0	34.5	33.6666666666667	47.1666666666667	15.5	42	36	26	1.5	27.6666666666667	12	245
GCF_021251405	4836	4831	5018523	4592452	0.9151003	426071	0.08489968	199.583333333333	1	381.333333333333	116.833333333333	0	32	0	99	108.333333333333	186.5	6	0	2	20	135	10.5	216.833333333333	164.166666666667	270.416666666667	87	226.583333333333	357	209.166666666667	167.25	352.5	163	1324
GCF_001677215	5257	5252	5331134	4836048	0.9071331	495086	0.09286692	198.083333333333	2	378.833333333333	132.833333333333	0	36.1666666666667	0	93	115.833333333333	205.666666666667	6.5	0	2	21	141	30.5	200.833333333333	166.5	257.75	92	228.583333333333	324	196.833333333333	147.25	357.833333333333	167	1755
GCF_004209835	4710	4682	4889373	4472645	0.9147686	416728	0.08523138	196.583333333333	1	362.333333333333	123.833333333333	0	33.3333333333333	0	90.5	119.833333333333	181.333333333333	6.5	0	2	19.5	137	14.5	205.333333333333	163.5	255.75	89	224.583333333333	328.5	206.5	144.25	345.333333333333	156	1303
GCF_014843195	5059	5028	5184618	4687266	0.9040716	497352	0.09592838	198.583333333333	2	368.833333333333	138.833333333333	0	35.1666666666667	0	102	118.5	184.666666666667	7	0	2	20.5	138	35	204.333333333333	165.833333333333	255.083333333333	93	227.083333333333	326	201.166666666667	144.75	356.666666666667	156	1578
GCF_041501455	4883	4806	5020550	4595698	0.9153774	424852	0.0846226	196.583333333333	1	368.833333333333	130.833333333333	0	33.6666666666667	0	95.5	119.833333333333	183.166666666667	6.5	0	2	18.5	141	23	205.333333333333	166	255.75	88	224.083333333333	329	208.833333333333	144.25	349.333333333333	156	1436
GCF_016767715	4855	4853	5061177	4623060	0.9134357	438117	0.08656425	198.083333333333	1	373.333333333333	112.833333333333	0	32.3333333333333	0	91.5	116.333333333333	211.833333333333	6	0	2	19	141.5	11.5	210.833333333333	163.416666666667	246.666666666667	86.5	235.083333333333	336.5	224.75	162.25	379.75	163	1329
GCF_017189375	4995	4991	5120346	4698677	0.9176483	421669	0.08235166	199.583333333333	1	382.833333333333	115.833333333333	0	33	0	101	108.333333333333	187.5	6	0	2	19	137	17	219.333333333333	166.166666666667	271.916666666667	91	227.083333333333	358	211.166666666667	167.25	352	164	1457
GCF_046529355	4997	4988	5108957	4704896	0.9209113	404061	0.07908875	201.583333333333	1	387.333333333333	113.833333333333	0	32	0	103	108.333333333333	191	6	0	2	20	135	23.5	221.333333333333	168.666666666667	271.416666666667	91	227.583333333333	358.5	211.166666666667	169.25	355.5	163	1435
GCF_020735505	4636	4631	4833535	4446425	0.9199116	387110	0.08008838	200.083333333333	2	358.833333333333	110.833333333333	0	33	0	93	103.166666666667	191.5	6.5	0	2	19.5	128.5	6.5	201.833333333333	164.166666666667	258.916666666667	87.5	226.083333333333	334.5	195.833333333333	155.75	340	165	1251
GCF_046529375	4722	4717	4881725	4484845	0.9187009	396880	0.08129913	201.083333333333	1	371.333333333333	118.833333333333	0	32	0	102	101.333333333333	191	6	0	2	20	133	15.5	205.333333333333	164.416666666667	263.166666666667	87.5	222.583333333333	338.5	201.416666666667	150.75	346.25	158	1289
GCF_000173535	881	880	1046064	920098	0.879581	125966	0.120419	138.333333333333	0	22.8333333333333	48.8333333333333	1	10.5	0	5.5	18.5	40	9.5	2	1.5	25	48.5	0	33.5	32.6666666666667	47.1666666666667	15.5	42	35	26	1.5	27.6666666666667	12	236
GCF_024600035	6580	6443	7005472	6414101	0.9155844	591371	0.08441558	226.333333333333	1	559.833333333333	133.833333333333	0	38.6666666666667	0	144.5	171.666666666667	229.166666666667	9.5	0	2	22.5	169.333333333333	87.5	359	419.166666666667	426.333333333333	105.5	306.833333333333	585.166666666667	302.333333333333	196	509.833333333333	177	1397
GCF_003367335	5070	5062	5421383	4986325	0.9197515	435058	0.08024853	198.583333333333	1	397.333333333333	132.833333333333	0	36.1666666666667	0	122.5	169.833333333333	211.166666666667	10.5	0	2	26.5	128	23	238.166666666667	246.75	320.166666666667	89	237.416666666667	380.833333333333	222.083333333333	145.75	391.416666666667	163	1176
GCF_010731575	5719	5699	6042466	5538639	0.916619	503827	0.08338102	203.583333333333	1	418.333333333333	144.333333333333	0	34.5	0	145	182	250	12.5	0	3	27	152.833333333333	35.5	289.166666666667	229.083333333333	292.333333333333	79.5	253.083333333333	570	241.083333333333	198.25	426.916666666667	181	1349
GCF_900637205	5135	5107	5461769	5041021	0.9229649	420748	0.07703511	196.333333333333	1	341.833333333333	134.333333333333	0	32.1666666666667	0	134.5	124.833333333333	252.166666666667	5	0	3	22	137.833333333333	48	269.833333333333	217.5	285	75.5	233.333333333333	529.666666666667	236.666666666667	172.5	385	157	1140
GCF_050888305	6008	5991	6333915	5803694	0.9162886	530221	0.08371142	215.333333333333	1	512.333333333333	139.333333333333	0	35.1666666666667	0	135	161.333333333333	234.666666666667	6.5	0	2	27.5	153.666666666667	32	275	234.25	307.416666666667	92.5	283	539.666666666667	257.75	202.5	450.083333333333	193	1517
GCF_051054235	916	892	1171396	911647	0.7782569	259749	0.2217431	142.833333333333	0	28.8333333333333	48.3333333333333	0	10	0	15	12.5	23	5	0	0	7.5	23	64	27.3333333333333	54	31.5	30.5	24.3333333333333	18	23.5	1	23.8333333333333	12	290
GCF_011464195	849	849	1017273	784062	0.7707489	233211	0.2292511	139.833333333333	0	25.3333333333333	47.3333333333333	0	16	0	18.5	13	12.5	3	0	0	9.5	22	2	26	56	25	30	22.5	17	21.5	1	20	8	313
GCF_011464975	849	849	1017258	793371	0.7799113	223887	0.2200887	137.833333333333	0	25.3333333333333	45.3333333333333	0	16	0	20.5	13	12	3	0	0	9.5	21	2	26	58	24.5	30	23.5	17	21.5	1	20	9	313
GCF_011464375	851	851	1016757	780709	0.7678423	236048	0.2321577	138.833333333333	0	25.3333333333333	45.3333333333333	0	17	0	19.5	13	12.5	3	0	0	9.5	21	2	25	58	26	29	23	18	20.5	0	20.5	8	316
GCF_029783395	852	852	1017286	789796	0.7763756	227490	0.2236244	135.833333333333	0	25.3333333333333	45.3333333333333	0	16	0	16.5	12	12.5	3	0	0	9.5	21	2	26	57	26	30	22.5	18	19.5	0	20	9	325
GCF_000174055	892	891	1042757	926959	0.8889502	115798	0.1110498	137.333333333333	0	22.8333333333333	49.8333333333333	1	10.5	0	5.5	18.5	40	9.5	2	1.5	24	47.5	0	34.5	33.6666666666667	47.1666666666667	15.5	42	36	26	1.5	27.6666666666667	12	246
GCF_000178495	2096	2086	2318649	2004481	0.8645039	314168	0.1354961	214.333333333333	1	91.3333333333333	99.8333333333333	0	29.6666666666667	0	60	46.5	164.166666666667	8.16666666666667	1	6.66666666666667	34.6666666666667	114.5	48	117.666666666667	136.166666666667	156.666666666667	63	110.833333333333	46.3333333333333	114.166666666667	9	88.3333333333333	100	234
GCF_051053785	910	880	1109331	987988	0.8906161	121343	0.1093839	142.833333333333	0	26.3333333333333	54.3333333333333	0	28	0	13	19	13	5	0	0	12.5	27	21	27.5	62	29	30.5	24.5	17	25	0	23.5	12	297
GCF_054926295	500	500	580057	526791	0.9081711	53266	0.09182891	122.333333333333	0	14.8333333333333	36.3333333333333	0	6.5	0	7	9	14.5	1.5	0	0	5.5	17	0	19	24.5	14	23.5	19	13	15	0.5	13	6	118
GCF_009948395	675	675	816424	686959	0.8414243	129465	0.1585757	122.833333333333	0	16.3333333333333	37.3333333333333	0	11	0	17	9	14.5	1.5	0	0	6.5	19.5	0	19	39.5	19.5	24.5	20	13.5	16	0.5	16	9	242
GCF_000286815	693	690	926650	798726	0.86195	127924	0.13805	129.833333333333	0	19.8333333333333	38.3333333333333	0	11.5	0	16	8.5	9	1.5	0	0	7.5	34.5	2	25	29	19	28.5	16.5	21.5	16	1	16	5	237
GCF_001272775	679	679	816583	685220	0.8391309	131363	0.1608691	122.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	17	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	15	0.5	16	9	247
GCF_002127985	678	678	816292	684266	0.8382613	132026	0.1617387	121.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	18	9	14.5	1.5	0	0	6.5	18.5	0	19	40.5	19.5	24.5	20	13.5	15	0.5	16	9	247
GCF_002128065	674	674	816459	682799	0.8362931	133660	0.1637069	121.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	17	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	15	0.5	16	8	244
GCF_009944075	675	675	816518	681509	0.8346528	135009	0.1653472	122.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	18	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	15	0.5	16	9	242
GCF_002128185	678	678	817038	688370	0.842519	128668	0.157481	121.833333333333	0	16.3333333333333	37.3333333333333	0	9.5	0	15	9	14.5	1.5	0	0	6.5	19.5	0	19	41.5	19.5	24.5	20	13	15	0.5	16	7	251
GCF_002128285	675	674	817252	682930	0.8356419	134322	0.1643581	121.833333333333	0	16.3333333333333	37.3333333333333	0	9.5	0	16	9	14.5	1.5	0	0	6.5	19.5	0	19	41.5	19.5	24.5	20	13	15	0.5	16	7	247
GCF_000175515	909	908	1076624	949922	0.8823155	126702	0.1176845	140.333333333333	0	24.3333333333333	51.3333333333333	1	10.5	0	6.5	18.5	41.5	9.5	2	1	25.5	49	2	35.5	34.6666666666667	46.1666666666667	15.5	44	35	26	1.5	27.6666666666667	14	246
GCF_002090295	673	673	815909	680359	0.8338663	135550	0.1661337	121.833333333333	0	16.3333333333333	37.3333333333333	0	11	0	17	9	13.5	1.5	0	0	6.5	19.5	0	19	38.5	19.5	24.5	20	13.5	15	0.5	16	9	244
GCF_009944725	675	675	815686	685790	0.8407524	129896	0.1592476	122.833333333333	0	16.3333333333333	37.3333333333333	0	11.5	0	15	9	14.5	1.5	0	0	6.5	19.5	0	19	41.5	19.5	24.5	20	13	15	0.5	16	7	245
GCF_042849265	679	678	818623	689437	0.8421911	129186	0.1578089	122.833333333333	0	16.3333333333333	37.3333333333333	0	11.5	0	16	9	14.5	1.5	0	0	6.5	19.5	0	19	41.5	19.5	24.5	20	13	15	0.5	16	7	248
GCF_009946845	674	674	816521	683696	0.8373281	132825	0.1626719	122.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	18	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	15	0.5	16	10	240
GCF_042854015	678	678	816346	688308	0.8431572	128038	0.1568428	122.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	18	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	16	0.5	16	9	244
GCF_029815015	713	712	978019	832812	0.8515295	145207	0.1484705	131.833333333333	0	18.8333333333333	40.3333333333333	0	11.5	0	19	8.5	9	1.5	0	0	7.5	29.5	5	25	33	20	28.5	16.5	21.5	16	1.5	16.5	5	247
GCF_036289305	700	698	975630	808223	0.8284114	167407	0.1715886	129.833333333333	0	18.8333333333333	40.3333333333333	0	11.5	0	19	8.5	9	1.5	0	0	7.5	29.5	1	25	32	20	28.5	16.5	21.5	16	1	16	5	242
GCF_042855365	676	676	816471	685429	0.839502	131042	0.160498	122.833333333333	0	16.3333333333333	37.3333333333333	0	10	0	17	9	14.5	1.5	0	0	6.5	19.5	0	19	40.5	19.5	24.5	20	13.5	16	0.5	16	9	243
GCF_003925935	636	624	805917	717934	0.8908287	87983	0.1091713	129.333333333333	0	18.8333333333333	52.3333333333333	0	13.5	0	8.5	7.5	11	2	0	0.5	8	19	16	24	23.8333333333333	20.3333333333333	22	22.5	15	14.5	0	20.3333333333333	11	176
GCF_003967215	632	626	799089	707976	0.8859789	91113	0.1140211	129.333333333333	0	18.8333333333333	51.3333333333333	0	13.5	0	7.5	7.5	11	2	0	0.5	8	19	10	24	22.8333333333333	21.3333333333333	22	22.5	15	14.5	0	20.3333333333333	11	180
GCF_000220105	880	879	1038313	918034	0.8841592	120279	0.1158408	137.333333333333	0	22.8333333333333	49.8333333333333	1	10.5	0	5.5	18.5	41.5	9.5	2	1	24.5	49	0	34.5	33.6666666666667	46.1666666666667	15.5	40	35	26	1.5	27.6666666666667	14	233
GCF_013393745	669	664	818795	708502	0.8652984	110293	0.1347016	133.333333333333	0	22.3333333333333	45.3333333333333	0	5.5	0	20	10	8	1	0	0	8	16.5	7	23	47	20.5	28	19.5	14.5	14	0.5	15	7	203
GCF_026016765	669	666	818830	708065	0.8647277	110765	0.1352723	133.333333333333	0	22.3333333333333	45.3333333333333	0	5.5	0	20	10	8	1	0	0	8	16.5	7	23	47	19.5	28	19.5	14.5	14	0.5	15	7	204
GCF_016807705	787	764	978001	836678	0.8554981	141323	0.1445019	131.333333333333	0	21.8333333333333	61.3333333333333	0	8	0	17.5	10.5	10	2	0	0	6.5	27	55	27.8333333333333	34.5	21	25.5	25.3333333333333	12	16	0	30.8333333333333	9	234
