genomeQ	genomeR	total_CDS_bases_a	unmapped_CDS_bases_b	fract_CDS_unmapped_X	total_NC_bases_c	unmapped_NC_bases_d	frac_NC_unmapped_Y	genomeQ_size	unmapped_bases
GCF_000972805	GCF_045588645	1982358	0	0	356457	0	0	2338815	0
GCF_045588645	GCF_000972805	1923644	233	0.000121124282871467	414176	0	0	2337820	233
GCF_001579885	GCF_026650625	2031782	0	0	338792	0	0	2370574	0
GCF_026650625	GCF_001579885	2007313	0	0	360788	0	0	2368101	0
GCF_001682255	GCF_009759765	1985892	0	0	351657	0	0	2337549	0
GCF_009759765	GCF_001682255	1988641	233	0.000117165441122857	348937	0	0	2337578	233
GCF_001682255	GCF_009905175	1989076	2000	0.00100549199728919	350233	322	0.000919387950307367	2339309	2322
GCF_009905175	GCF_001682255	1988641	3339	0.0016790360854473	348937	592	0.00169658133130049	2337578	3931
GCF_003491225	GCF_011602425	4390913	46454	0.0105795765026545	708942	5293	0.0074660550510479	5099855	51747
GCF_011602425	GCF_003491225	4440270	40716	0.00916971265260896	718912	5024	0.00698833793287635	5159182	45740
GCF_001969145	GCF_026650625	2031782	0	0	338792	0	0	2370574	0
GCF_026650625	GCF_001969145	2033235	0	0	336663	0	0	2369898	0
GCF_026647855	GCF_026650625	2031782	0	0	338792	0	0	2370574	0
GCF_026650625	GCF_026647855	2028548	0	0	340628	0	0	2369176	0
GCF_000382585	GCF_038396405	4085533	2018	0.000493938000256025	739871	910	0.0012299441389107	4825404	2928
GCF_038396405	GCF_000382585	4045660	0	0	786042	0	0	4831702	0
GCF_000831935	GCF_002846975	4206304	0	0	713508	0	0	4919812	0
GCF_002846975	GCF_000831935	4200711	0	0	732209	0	0	4932920	0
GCF_000831935	GCF_013334185	4155999	0	0	778538	0	0	4934537	0
GCF_013334185	GCF_000831935	4200711	0	0	732209	0	0	4932920	0
GCF_000831935	GCF_017161585	4206185	1148	0.000272931409341244	713357	0	0	4919542	1148
GCF_017161585	GCF_000831935	4200711	756	0.000179969533728933	732209	166	0.000226711225893153	4932920	922
GCF_002706485	GCF_020406895	3987077	0	0	733413	0	0	4720490	0
GCF_020406895	GCF_002706485	3992312	0	0	727820	0	0	4720132	0
GCF_002846975	GCF_003718335	4215770	2791	0.000662038014407807	721784	363	0.000502920541325383	4937554	3154
GCF_003718335	GCF_002846975	4206304	0	0	713508	0	0	4919812	0
GCF_013334125	GCF_013334145	4208167	0	0	716535	0	0	4924702	0
GCF_013334145	GCF_013334125	4212635	0	0	709654	0	0	4922289	0
GCF_019464615	GCF_045676465	3859414	572	0.000148209028624553	920430	2	2.17289745010484e-06	4779844	574
GCF_045676465	GCF_019464615	4073883	156	3.82927050187745e-05	705316	0	0	4779199	156
GCF_045015385	GCF_045015405	4027783	0	0	639594	0	0	4667377	0
GCF_045015405	GCF_045015385	4030151	0	0	637228	0	0	4667379	0
GCF_019464615	GCF_045676475	3831299	341	8.90037556452785e-05	948526	182	0.000191876659153255	4779825	523
GCF_045676475	GCF_019464615	4073883	0	0	705316	0	0	4779199	0
GCF_027920765	GCF_027920785	4208524	0	0	711244	0	0	4919768	0
GCF_027920785	GCF_027920765	4209632	0	0	710196	0	0	4919828	0
GCF_045676455	GCF_045677285	3849467	39105	0.0101585492225287	988444	10233	0.0103526350506453	4837911	49338
GCF_045677285	GCF_045676455	3905869	42766	0.0109491639376538	928464	10227	0.0110149666546037	4834333	52993
GCF_045677265	GCF_045677275	3886835	2149	0.000552892005963721	910253	272	0.000298818020923853	4797088	2421
GCF_045677275	GCF_045677265	3831851	0	0	974100	0	0	4805951	0
GCF_000240095	GCF_002310535	3624518	0	0	469294	0	0	4093812	0
GCF_002310535	GCF_000240095	3624518	0	0	469294	0	0	4093812	0
GCF_002022065	GCF_002277995	3607032	59010	0.0163597106984357	467174	4787	0.010246717497121	4074206	63797
GCF_002277995	GCF_002022065	3545311	107945	0.0304472583646399	460903	14330	0.0310911406521546	4006214	122275
GCF_002023665	GCF_002310535	3624518	0	0	469294	0	0	4093812	0
GCF_002310535	GCF_002023665	3590779	29672	0.0082633879723592	467532	5676	0.0121403454736788	4058311	35348
GCF_002951395	GCF_002951455	3542258	0	0	456127	0	0	3998385	0
GCF_002951455	GCF_002951395	3541926	0	0	456460	0	0	3998386	0
GCF_021431905	GCF_029873335	3765406	53959	0.0143301944066589	478726	5487	0.0114616711856051	4244132	59446
GCF_029873335	GCF_021431905	3821640	742	0.000194157482128092	490201	133	0.000271317275974549	4311841	875
GCF_022221425	GCF_056134105	3467817	133488	0.0384933807060753	448094	23272	0.05193553138404	3915911	156760
GCF_056134105	GCF_022221425	3471353	136078	0.0392002772406033	445830	18591	0.0416997510261759	3917183	154669
GCF_003716955	GCF_028994115	2323122	0	0	340990	0	0	2664112	0
GCF_028994115	GCF_003716955	2309109	0	0	354901	0	0	2664010	0
GCF_022221425	GCF_056135465	3484363	120249	0.0345110426209898	448037	18508	0.0413090883119028	3932400	138757
GCF_056135465	GCF_022221425	3471353	132684	0.038222560482901	445830	20234	0.0453850122243905	3917183	152918
GCF_024205045	GCF_024205165	3673986	32207	0.00876622828720632	476730	5784	0.0121326537033541	4150716	37991
GCF_024205165	GCF_024205045	3712240	0	0	478927	0	0	4191167	0
GCF_024205105	GCF_045571545	3700229	0	0	477663	0	0	4177892	0
GCF_045571545	GCF_024205105	3697410	0	0	477848	0	0	4175258	0
GCF_024205165	GCF_045571545	3700229	0	0	477663	0	0	4177892	0
GCF_045571545	GCF_024205165	3673986	21074	0.00573600443768702	476730	2616	0.00548738279529293	4150716	23690
GCF_024205505	GCF_045571545	3700229	0	0	477663	0	0	4177892	0
GCF_045571545	GCF_024205505	3678200	19841	0.00539421456147028	475820	3655	0.00768147618847463	4154020	23496
GCF_028898485	GCF_031101875	3660383	32747	0.00894633157240649	482419	6446	0.0133618286178612	4142802	39193
GCF_031101875	GCF_028898485	3681852	13445	0.00365169485356826	486532	3179	0.00653399981912803	4168384	16624
GCF_045571525	GCF_045571545	3700229	0	0	477663	0	0	4177892	0
GCF_045571545	GCF_045571525	3697690	0	0	477378	0	0	4175068	0
GCF_045571525	GCF_045571555	3748038	0	0	485824	0	0	4233862	0
GCF_045571555	GCF_045571525	3697690	52392	0.0141688459551774	477378	6374	0.0133521025267189	4175068	58766
GCF_056135505	GCF_056135965	3588141	867	0.000241629300520799	463650	295	0.000636255796398145	4051791	1162
GCF_056135965	GCF_056135505	3570340	6643	0.00186060711304806	461951	561	0.00121441451582527	4032291	7204
GCF_022869705	GCF_033802825	2490476	0	0	411950	0	0	2902426	0
GCF_033802825	GCF_022869705	2462858	0	0	404090	0	0	2866948	0
GCF_003716975	GCF_010229315	2432392	0	0	377857	0	0	2810249	0
GCF_010229315	GCF_003716975	2392237	0	0	371974	0	0	2764211	0
GCF_036281655	GCF_050539845	2445807	211313	0.0863980682040733	335683	38778	0.115519701623258	2781490	250091
GCF_050539845	GCF_036281655	2502660	126555	0.0505681954400518	379199	23982	0.0632438376683483	2881859	150537
GCF_036281655	GCF_050545605	2468734	70443	0.0285340583473149	367878	13434	0.0365175411413566	2836612	83877
GCF_050545605	GCF_036281655	2502660	32900	0.0131460126425483	379199	5553	0.0146440259599841	2881859	38453
GCF_049315125	GCF_049315145	2135938	0	0	454895	0	0	2590833	0
GCF_049315145	GCF_049315125	2135899	0	0	454935	0	0	2590834	0
GCF_050427045	GCF_050427495	2607203	0	0	436122	0	0	3043325	0
GCF_050427495	GCF_050427045	2611822	0	0	432219	0	0	3044041	0
GCF_050530035	GCF_050530975	2256428	0	0	518500	0	0	2774928	0
GCF_050530975	GCF_050530035	2256725	0	0	518468	0	0	2775193	0
GCF_050539065	GCF_050545605	2468734	18813	0.00762050508479245	367878	1721	0.00467818135360092	2836612	20534
GCF_050545605	GCF_050539065	2452245	25577	0.0104300345193894	362848	12085	0.0333059573154599	2815093	37662
GCF_052656575	GCF_052657825	2357825	53643	0.0227510523469723	367207	75758	0.206308703265461	2725032	129401
GCF_052657825	GCF_052656575	2414597	35266	0.0146053357972366	398732	5896	0.0147868743918221	2813329	41162
GCF_052657825	GCF_052658005	2373783	0	0	378776	0	0	2752559	0
GCF_052658005	GCF_052657825	2357825	1882	0.000798193250135188	367207	26403	0.0719022240861421	2725032	28285
GCF_023612655	GCF_023612675	3167578	0	0	636384	0	0	3803962	0
GCF_023612675	GCF_023612655	3161746	0	0	642321	0	0	3804067	0
GCF_023612655	GCF_023612695	3162475	0	0	641547	0	0	3804022	0
GCF_023612695	GCF_023612655	3161746	0	0	642321	0	0	3804067	0
GCF_004015005	GCF_010229315	2432392	64	2.63115484675168e-05	377857	91	0.000240831849085765	2810249	155
GCF_010229315	GCF_004015005	2298006	186	8.09397364497743e-05	465828	0	0	2763834	186
GCF_023612655	GCF_023612755	3161357	0	0	642687	0	0	3804044	0
GCF_023612755	GCF_023612655	3161746	0	0	642321	0	0	3804067	0
GCF_023612695	GCF_023612715	3158610	0	0	645460	0	0	3804070	0
GCF_023612715	GCF_023612695	3162475	0	0	641547	0	0	3804022	0
GCF_023612715	GCF_023612795	3164609	1828	0.000577638501312484	637202	420	0.000659131641143625	3801811	2248
GCF_023612795	GCF_023612715	3158610	0	0	645460	0	0	3804070	0
GCF_023612755	GCF_023612775	3160744	0	0	643322	0	0	3804066	0
GCF_023612775	GCF_023612755	3161357	0	0	642687	0	0	3804044	0
GCF_036865485	GCF_036865525	3863626	0	0	939814	0	0	4803440	0
GCF_036865525	GCF_036865485	3206981	151	4.70847816061274e-05	1595265	0	0	4802246	151
GCF_036865495	GCF_036865515	3927503	0	0	876036	0	0	4803539	0
GCF_036865515	GCF_036865495	3805833	0	0	997414	0	0	4803247	0
GCF_036865515	GCF_036865525	3863626	0	0	939814	0	0	4803440	0
GCF_036865525	GCF_036865515	3927503	0	0	876036	0	0	4803539	0
GCF_036865515	GCF_051013805	3280791	0	0	1522266	0	0	4803057	0
GCF_051013805	GCF_036865515	3927503	0	0	876036	0	0	4803539	0
GCF_036865565	GCF_036866285	3712759	70293	0.0189328205789818	897197	19212	0.0214133573785913	4609956	89505
GCF_036866285	GCF_036865565	3732515	43757	0.0117231946824058	908846	7100	0.00781210458097411	4641361	50857
GCF_036865655	GCF_036865915	3675954	23116	0.00628843560066312	876248	8765	0.0100028758981476	4552202	31881
GCF_036865915	GCF_036865655	3504971	63166	0.0180218324202968	991812	24533	0.0247355345569523	4496783	87699
GCF_004015025	GCF_004015065	2363315	0	0	400873	0	0	2764188	0
GCF_004015065	GCF_004015025	2391839	0	0	372472	0	0	2764311	0
GCF_013116765	GCF_021432025	5715612	114175	0.0199759885730522	612408	21273	0.0347366461574636	6328020	135448
GCF_021432025	GCF_013116765	5829141	0	0	641615	0	0	6470756	0
GCF_036865755	GCF_036866235	3532433	0	0	986484	0	0	4518917	0
GCF_036866235	GCF_036865755	3520570	0	0	998292	0	0	4518862	0
GCF_036865765	GCF_036866255	3533383	0	0	985541	0	0	4518924	0
GCF_036866255	GCF_036865765	3530502	0	0	988439	0	0	4518941	0
GCF_036865775	GCF_036866255	3533383	0	0	985541	0	0	4518924	0
GCF_036866255	GCF_036865775	3528985	0	0	989864	0	0	4518849	0
GCF_036865785	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036865785	3520397	0	0	998400	0	0	4518797	0
GCF_036865795	GCF_036866235	3532433	0	0	986484	0	0	4518917	0
GCF_036866235	GCF_036865795	3541286	0	0	977673	0	0	4518959	0
GCF_036865815	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036865815	3511474	0	0	1007389	0	0	4518863	0
GCF_036865825	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036865825	3475132	0	0	1043529	0	0	4518661	0
GCF_036865895	GCF_036866015	3664443	52904	0.0144371190928608	904961	12322	0.0136160563825402	4569404	65226
GCF_036866015	GCF_036865895	3695223	66140	0.0178987844576633	864960	14339	0.016577645209027	4560183	80479
GCF_036865895	GCF_036866285	3712759	0	0	897197	0	0	4609956	0
GCF_036866285	GCF_036865895	3695223	35783	0.00968358337237022	864960	11200	0.0129485756566778	4560183	46983
GCF_036865935	GCF_036865955	3709270	0	0	901477	0	0	4610747	0
GCF_036865955	GCF_036865935	3690812	0	0	919886	0	0	4610698	0
GCF_004015025	GCF_010229315	2432392	0	0	377857	0	0	2810249	0
GCF_010229315	GCF_004015025	2391839	0	0	372472	0	0	2764311	0
GCF_036865935	GCF_036865965	3684805	0	0	925893	0	0	4610698	0
GCF_036865965	GCF_036865935	3690812	0	0	919886	0	0	4610698	0
GCF_036865955	GCF_036865995	3698177	0	0	912533	0	0	4610710	0
GCF_036865995	GCF_036865955	3709270	0	0	901477	0	0	4610747	0
GCF_036865955	GCF_036866315	3710578	0	0	900159	0	0	4610737	0
GCF_036866315	GCF_036865955	3709270	0	0	901477	0	0	4610747	0
GCF_036865955	GCF_036866365	3677415	305	8.29386947081034e-05	932938	49	5.2522246923161e-05	4610353	354
GCF_036866365	GCF_036865955	3709270	0	0	901477	0	0	4610747	0
GCF_036865975	GCF_036866305	3709742	0	0	901045	0	0	4610787	0
GCF_036866305	GCF_036865975	3688987	0	0	921709	0	0	4610696	0
GCF_036865985	GCF_036866005	3753660	0	0	859552	0	0	4613212	0
GCF_036866005	GCF_036865985	3754614	0	0	856315	0	0	4610929	0
GCF_036866035	GCF_036866055	3662853	0	0	884791	0	0	4547644	0
GCF_036866055	GCF_036866035	3665595	0	0	882105	0	0	4547700	0
GCF_036866185	GCF_036874005	3650239	0	0	997737	0	0	4647976	0
GCF_036874005	GCF_036866185	3641813	0	0	1006246	0	0	4648059	0
GCF_036866225	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036866225	3473851	0	0	1044845	0	0	4518696	0
GCF_036866235	GCF_036866255	3533383	0	0	985541	0	0	4518924	0
GCF_036866255	GCF_036866235	3532433	0	0	986484	0	0	4518917	0
GCF_004015125	GCF_010223255	2350877	0	0	373436	0	0	2724313	0
GCF_010223255	GCF_004015125	2309852	0	0	414309	0	0	2724161	0
GCF_036866255	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036866255	3533383	0	0	985541	0	0	4518924	0
GCF_036866265	GCF_036866275	3489785	0	0	1028968	0	0	4518753	0
GCF_036866275	GCF_036866265	3489251	0	0	1029516	0	0	4518767	0
GCF_036866285	GCF_036866425	3712660	0	0	897341	0	0	4610001	0
GCF_036866425	GCF_036866285	3712759	0	0	897197	0	0	4609956	0
GCF_036866305	GCF_036866315	3710578	0	0	900159	0	0	4610737	0
GCF_036866315	GCF_036866305	3709742	0	0	901045	0	0	4610787	0
GCF_036866325	GCF_036866335	3390954	0	0	1148307	0	0	4539261	0
GCF_036866335	GCF_036866325	3602451	0	0	937200	0	0	4539651	0
GCF_000022665	GCF_000830035	3896657	0	0	660854	0	0	4557511	0
GCF_000830035	GCF_000022665	3895602	0	0	663351	0	0	4558953	0
GCF_000022665	GCF_013167015	3894716	1428	0.00036665061072489	665535	37	5.55943714455288e-05	4560251	1465
GCF_013167015	GCF_000022665	3895602	2047	0.000525464356985134	663351	0	0	4558953	2047
GCF_000830035	GCF_031551975	3961603	33460	0.00844607599499496	660770	6705	0.0101472524479017	4622373	40165
GCF_031551975	GCF_000830035	3896657	89471	0.0229609637183873	660854	9915	0.0150033138938404	4557511	99386
GCF_001276585	GCF_014863685	3947150	23800	0.00602966697490594	684319	4748	0.00693828463041359	4631469	28548
GCF_014863685	GCF_001276585	3892182	59483	0.0152826871919145	695109	10467	0.0150580700293048	4587291	69950
GCF_002952915	GCF_004358965	3961652	0	0	680000	8227	0.0120985294117647	4641652	8227
GCF_004358965	GCF_002952915	3967947	0	0	683902	0	0	4651849	0
GCF_004015325	GCF_010223255	2350877	0	0	373436	0	0	2724313	0
GCF_010223255	GCF_004015325	2336306	0	0	387880	0	0	2724186	0
GCF_004358965	GCF_037756885	3958380	0	0	680614	0	0	4638994	0
GCF_037756885	GCF_004358965	3961652	0	0	680000	0	0	4641652	0
GCF_004358965	GCF_045920525	3868555	86095	0.0222550797390757	684373	17058	0.0249250043470447	4552928	103153
GCF_045920525	GCF_004358965	3961652	0	0	680000	0	0	4641652	0
GCF_008931745	GCF_014863685	3947150	14570	0.00369127091699074	684319	2480	0.00362404083475689	4631469	17050
GCF_014863685	GCF_008931745	3949557	11378	0.00288082941960326	686305	1645	0.00239689350944551	4635862	13023
GCF_014863685	GCF_037756885	3958380	371	9.37252108185672e-05	680614	0	0	4638994	371
GCF_037756885	GCF_014863685	3947150	8065	0.00204324639296708	684319	999	0.00145984548142021	4631469	9064
GCF_020526745	GCF_037756885	3958380	0	0	680614	0	0	4638994	0
GCF_037756885	GCF_020526745	3965081	0	0	686879	0	0	4651960	0
GCF_021559855	GCF_041262755	4484203	0	0	752712	0	0	5236915	0
GCF_041262755	GCF_021559855	4488714	0	0	748212	0	0	5236926	0
GCF_037756885	GCF_055284865	3925499	29329	0.00747140681987182	680285	5329	0.00783348155552452	4605784	34658
GCF_055284865	GCF_037756885	3958380	0	0	680614	0	0	4638994	0
GCF_025947265	GCF_028753015	3497501	0	0	378349	0	0	3875850	0
GCF_028753015	GCF_025947265	3494312	0	0	381536	0	0	3875848	0
GCF_046605425	GCF_046605435	2384667	0	0	467117	0	0	2851784	0
GCF_046605435	GCF_046605425	2425616	0	0	426205	0	0	2851821	0
GCF_046605495	GCF_046605545	2402983	42020	0.0174865989480575	448134	7209	0.0160867062084109	2851117	49229
GCF_046605545	GCF_046605495	2461184	739	0.000300261987726233	441944	0	0	2903128	739
GCF_004015345	GCF_010223155	2346831	0	0	377423	0	0	2724254	0
GCF_010223155	GCF_004015345	2326696	0	0	397458	0	0	2724154	0
GCF_052422405	GCF_052422725	2864255	115831	0.0404401842713027	495450	16189	0.0326753456453729	3359705	132020
GCF_052422725	GCF_052422405	2995542	3435	0.00114670400214719	510147	1072	0.00210135509960854	3505689	4507
GCF_000008985	GCF_000833535	1548823	0	0	343966	0	0	1892789	0
GCF_000833535	GCF_000008985	1547697	0	0	345078	0	0	1892775	0
GCF_000008985	GCF_019137575	1542032	0	0	350746	0	0	1892778	0
GCF_019137575	GCF_000008985	1547697	0	0	345078	0	0	1892775	0
GCF_000009245	GCF_051048185	1452286	0	0	439771	0	0	1892057	0
GCF_051048185	GCF_000009245	1457662	0	0	438332	0	0	1895994	0
GCF_000009325	GCF_019137575	1542032	0	0	350746	0	0	1892778	0
GCF_019137575	GCF_000009325	1547730	0	0	344886	0	0	1892616	0
GCF_000248415	GCF_000248435	1551052	0	0	341805	0	0	1892857	0
GCF_000248435	GCF_000248415	1617334	294	0.000181780634055798	351276	8	2.27741149409581e-05	1968610	302
GCF_000248435	GCF_001267475	1550084	100	6.45126328637674e-05	342561	202	0.000589675999311072	1892645	302
GCF_001267475	GCF_000248435	1551052	0	0	341805	0	0	1892857	0
GCF_000313385	GCF_019469545	1415835	0	0	475190	0	0	1891025	0
GCF_019469545	GCF_000313385	1395181	0	0	491707	0	0	1886888	0
GCF_000833515	GCF_019469545	1415835	838	0.00059187687830856	475190	1027	0.00216124076685115	1891025	1865
GCF_019469545	GCF_000833515	1448022	0	0	446164	0	0	1894186	0
GCF_001190905	GCF_008330425	1427609	0	0	434729	0	0	1862338	0
GCF_008330425	GCF_001190905	1428477	0	0	433963	0	0	1862440	0
GCF_010223155	GCF_010223255	2350877	0	0	373436	0	0	2724313	0
GCF_010223255	GCF_010223155	2346831	0	0	377423	0	0	2724254	0
GCF_001267475	GCF_021560595	1525972	594	0.000389260091272972	332184	113	0.00034017291621511	1858156	707
GCF_021560595	GCF_001267475	1550084	0	0	342561	0	0	1892645	0
GCF_001885275	GCF_008330265	1419980	0	0	442373	0	0	1862353	0
GCF_008330265	GCF_001885275	1423226	2051	0.0014410922790899	431107	0	0	1854333	2051
GCF_001885275	GCF_008330445	1426677	0	0	435753	0	0	1862430	0
GCF_008330445	GCF_001885275	1423226	2051	0.0014410922790899	431107	0	0	1854333	2051
GCF_001885275	GCF_008330525	1420789	0	0	441579	0	0	1862368	0
GCF_008330525	GCF_001885275	1423226	2051	0.0014410922790899	431107	0	0	1854333	2051
GCF_002102455	GCF_019469505	1461234	0	0	432922	0	0	1894156	0
GCF_019469505	GCF_002102455	1458242	0	0	435437	0	0	1893679	0
GCF_003290445	GCF_012224275	1869152	0	0	185020	0	0	2054172	0
GCF_012224275	GCF_003290445	1866310	0	0	187784	0	0	2054094	0
GCF_003955775	GCF_019469525	1449126	0	0	444605	0	0	1893731	0
GCF_019469525	GCF_003955775	1447546	1262	0.000871820308301083	445309	1	2.24563168496482e-06	1892855	1263
GCF_008330325	GCF_008330345	1427001	0	0	435277	0	0	1862278	0
GCF_008330345	GCF_008330325	1428308	0	0	434034	0	0	1862342	0
GCF_008330345	GCF_008330385	1426276	0	0	435872	0	0	1862148	0
GCF_008330385	GCF_008330345	1427001	0	0	435277	0	0	1862278	0
GCF_008330365	GCF_008330385	1426276	0	0	435872	0	0	1862148	0
GCF_008330385	GCF_008330365	1423936	0	0	438203	0	0	1862139	0
GCF_010223175	GCF_010223255	2350877	0	0	373436	0	0	2724313	0
GCF_010223255	GCF_010223175	2355443	0	0	368834	0	0	2724277	0
GCF_008330385	GCF_008330405	1424152	0	0	438063	0	0	1862215	0
GCF_008330405	GCF_008330385	1426276	0	0	435872	0	0	1862148	0
GCF_008330385	GCF_008330485	1423376	0	0	438753	0	0	1862129	0
GCF_008330485	GCF_008330385	1426276	0	0	435872	0	0	1862148	0
GCF_008330425	GCF_008330445	1426677	0	0	435753	0	0	1862430	0
GCF_008330445	GCF_008330425	1427609	0	0	434729	0	0	1862338	0
GCF_010232785	GCF_019469525	1449126	0	0	444605	0	0	1893731	0
GCF_019469525	GCF_010232785	1454216	333	0.00022898936609142	438533	914	0.00208422171193502	1892749	1247
GCF_012224275	GCF_012224465	1868887	0	0	185340	0	0	2054227	0
GCF_012224465	GCF_012224275	1869152	0	0	185020	0	0	2054172	0
GCF_019134735	GCF_019182265	1505191	484	0.000321553875886848	352738	215	0.000609517545600417	1857929	699
GCF_019182265	GCF_019134735	1520803	0	0	364389	0	0	1885192	0
GCF_019134755	GCF_019134775	1547529	0	0	344980	0	0	1892509	0
GCF_019134775	GCF_019134755	1533675	0	0	357304	0	0	1890979	0
GCF_019134775	GCF_019137575	1542032	0	0	350746	0	0	1892778	0
GCF_019137575	GCF_019134775	1547529	0	0	344980	0	0	1892509	0
GCF_019134835	GCF_019469565	1547520	0	0	345264	0	0	1892784	0
GCF_019469565	GCF_019134835	1523548	0	0	369175	0	0	1892723	0
GCF_019137575	GCF_019182265	1505191	699	0.000464392891001873	352738	0	0	1857929	699
GCF_019182265	GCF_019137575	1542032	0	0	350746	0	0	1892778	0
GCF_010223405	GCF_018847475	2429046	27377	0.0112706799294867	374637	4927	0.0131513972191748	2803683	32304
GCF_018847475	GCF_010223405	2462806	0	0	374074	0	0	2836880	0
GCF_019137575	GCF_019469565	1547520	0	0	345264	0	0	1892784	0
GCF_019469565	GCF_019137575	1542032	0	0	350746	0	0	1892778	0
GCF_019469505	GCF_026427395	1450056	0	0	443384	0	0	1893440	0
GCF_026427395	GCF_019469505	1461234	0	0	432922	0	0	1894156	0
GCF_000159155	GCF_900637625	1429787	0	0	237596	0	0	1667383	0
GCF_900637625	GCF_000159155	1354292	0	0	313058	0	0	1667350	0
GCF_001042655	GCF_049262885	1431933	0	0	235455	0	0	1667388	0
GCF_049262885	GCF_001042655	1431853	0	0	235553	0	0	1667406	0
GCF_049244275	GCF_049262765	1348018	0	0	201103	0	0	1549121	0
GCF_049262765	GCF_049244275	1349739	0	0	198997	0	0	1548736	0
GCF_049262675	GCF_049262775	1431682	0	0	232913	0	0	1664595	0
GCF_049262775	GCF_049262675	1431384	0	0	233183	0	0	1664567	0
GCF_049262885	GCF_900637625	1429787	0	0	237596	0	0	1667383	0
GCF_900637625	GCF_049262885	1431933	0	0	235455	0	0	1667388	0
GCF_002985365	GCF_002990445	1643580	0	0	256579	0	0	1900159	0
GCF_002990445	GCF_002985365	1633663	0	0	266538	0	0	1900201	0
GCF_002989925	GCF_002989965	1669190	5400	0.00323510205548799	271314	2002	0.0073789041479614	1940504	7402
GCF_002989965	GCF_002989925	1684956	0	0	262886	198	0.000753178183699398	1947842	198
GCF_003425565	GCF_003425605	1609584	0	0	249046	0	0	1858630	0
GCF_003425605	GCF_003425565	1617075	0	0	241559	0	0	1858634	0
GCF_010229495	GCF_010229955	2410873	20	8.29575012868782e-06	371461	178	0.000479188932350906	2782334	198
GCF_010229955	GCF_010229495	2439100	0	0	343378	158	0.000460134312623406	2782478	158
GCF_051132445	GCF_051132455	1639644	4074	0.0024846857000666	254794	1634	0.00641302385456486	1894438	5708
GCF_051132455	GCF_051132445	1645361	3538	0.00215028799151068	250254	959	0.00383210657971501	1895615	4497
GCF_000196875	GCF_034259125	3640133	0	0	422763	0	0	4062896	0
GCF_034259125	GCF_000196875	3639601	0	0	422224	0	0	4061825	0
GCF_002009255	GCF_003031405	4254701	0	0	548985	0	0	4803686	0
GCF_003031405	GCF_002009255	4256918	0	0	546768	0	0	4803686	0
GCF_002549795	GCF_055382475	3600947	0	0	452190	0	0	4053137	0
GCF_055382475	GCF_002549795	3593819	0	0	459211	0	0	4053030	0
GCF_027558275	GCF_034259125	3640133	0	0	422763	0	0	4062896	0
GCF_034259125	GCF_027558275	3639960	0	0	422931	0	0	4062891	0
GCF_030406665	GCF_055386945	3186883	0	0	375363	0	0	3562246	0
GCF_055386945	GCF_030406665	3190226	0	0	372991	0	0	3563217	0
GCF_000023805	GCF_034498215	1369055	0	0	199678	0	0	1568733	0
GCF_034498215	GCF_000023805	1336018	0	0	232808	0	0	1568826	0
GCF_011456665	GCF_011457115	1365053	0	0	198213	0	0	1563266	0
GCF_011457115	GCF_011456665	1357686	0	0	205546	0	0	1563232	0
GCF_011457115	GCF_011458015	1366346	0	0	197059	0	0	1563405	0
GCF_011458015	GCF_011457115	1365053	0	0	198213	0	0	1563266	0
GCF_011457115	GCF_011458095	1349562	0	0	213730	0	0	1563292	0
GCF_011458095	GCF_011457115	1365053	0	0	198213	0	0	1563266	0
GCF_010229495	GCF_010230155	2453563	0	0	349967	0	0	2803530	0
GCF_010230155	GCF_010229495	2439100	0	0	343378	0	0	2782478	0
GCF_011457115	GCF_011462575	1365257	312	0.000228528401612297	196815	0	0	1562072	312
GCF_011462575	GCF_011457115	1365053	0	0	198213	0	0	1563266	0
GCF_030323485	GCF_030323565	1437002	0	0	214343	0	0	1651345	0
GCF_030323565	GCF_030323485	1426077	0	0	225243	0	0	1651320	0
GCF_000294365	GCF_052809345	4648846	89282	0.0192051963003292	723354	13692	0.0189284914440233	5372200	102974
GCF_052809345	GCF_000294365	4631079	74693	0.0161286387038528	755626	7345	0.00972041724345113	5386705	82038
GCF_015284185	GCF_015285645	4769531	2269	0.000475728116663882	747556	677	0.000905617773116663	5517087	2946
GCF_015285645	GCF_015284185	4801761	1988	0.00041401477499609	797029	77	9.66087808599185e-05	5598790	2065
GCF_017351975	GCF_051935395	4753618	32027	0.00673739454874161	688842	2522	0.00366121694089501	5442460	34549
GCF_051935395	GCF_017351975	4772393	20722	0.00434205649031838	688955	3482	0.00505403110507943	5461348	24204
GCF_026000835	GCF_026000885	4619751	0	0	670236	0	0	5289987	0
GCF_026000885	GCF_026000835	4624635	0	0	669268	0	0	5293903	0
GCF_051935395	GCF_053210215	4767743	65536	0.0137457073504172	694744	10621	0.015287645521228	5462487	76157
GCF_053210215	GCF_051935395	4753618	62220	0.0130889777007744	688842	13910	0.0201933099317405	5442460	76130
